GeneSymbol	CellType	Allen.Average.donor.correlation.to.median	Allen.vs.Brainspan.correlation
LACTB	NA	0.523182608820654	0.76848129
LAG3	NA	0.893860330055776	0.52532889
LAMA2	NA	0.741559930423782	0.79475943
LAMA3	Ependymal	0.589283609338163	0.52328478
LAMA4	NA	0.63215779713645	0.76921474
LAMB1	Endothelial	0.626362414467253	0.90621206
LANCL2	NA	0.624849419239837	0.57744245
LANCL3	Interneuron	0.702134006095107	0.65099533
LAPTM4B	NA	0.796489563567362	0.86282616
LARGE	NA	0.821000445632799	0.80163915
LCA5	Ependymal	0.777476855844977	0.5383543
LCP1	Microglia	0.616570352481168	0.78319253
LCP2	Microglia	0.901525932953827	0.89128349
LDHD	NA	0.741380958541774	0.77884917
LDLR	NA	0.52537339715945	0.70880384
LDOC1L	NA	0.541347895463171	0.64975339
LEF1	Endothelial	0.612094258524524	0.73419108
LGALS1	NA	0.817571948134092	0.52790369
LGALS3	Ependymal	0.458397303202806	0.61583886
LGI2	NA	0.701580558909781	0.68646244
LGI3	Oligodendrocyte	0.773267782186188	0.72055016
LGI4	Astrocyte	0.520121398999483	0.5936058
LGR6	NA	0.668436619515842	0.81531912
LHX2	NA	0.657365519521592	0.66490406
LIAS	NA	0.589100684261975	0.87419785
LIMK1	Interneuron	0.618287835662124	0.67496389
LIMK2	NA	0.697468877580358	0.79264159
LIN7A	NA	0.625435210741188	0.89037266
LIN9	NA	0.517298099591743	0.62004737
LINGO1	NA	0.546217871312748	0.81219338
LIPG	Mural	0.550305474095797	0.66171101
LIPH	NA	0.795503780691162	0.78730288
LIX1	NA	0.676391164970387	0.85930204
LMO1	CA1.Pyramidal	0.651960424932436	0.74415688
LMO3	NA	0.885947832212064	0.81606861
LMO4	NA	0.456716117532057	0.78923165
LMOD3	NA	0.768498792478868	0.65367333
LNX2	Endothelial	0.571793959519292	0.7042302
LOC100133299	NA	0.485712437467656	0.66014112
LOC158696	NA	0.685186303260307	0.8557445
LOC339524	NA	0.823622132137312	0.69418098
LOXL3	NA	0.464986199758496	0.55298375
LPCAT4	S1.Pyramidal	0.791668104191823	0.64190438
LPHN2	NA	0.644682953826692	0.78296169
LPHN3	CA1.Pyramidal	0.768076519464091	0.82174323
LPP	NA	0.608448694727158	0.65299922
LRAT	NA	0.609912454717958	0.71093121
LRCH1	Endothelial	0.748211718705077	0.88390272
LRCH2	NA	0.684281021792882	0.76669287
LRFN4	NA	0.471778865505146	0.57940872
LRP12	Interneuron	0.595645736300385	0.6997124
LRP1B	NA	0.749028592375367	0.74114506
LRP2BP	NA	0.475054266574665	0.61486269
LRPPRC	NA	0.585172287390029	0.81827709
LRRC2	Astrocyte	0.623667414179748	0.75273967
LRRC28	NA	0.487742222988902	0.62562259
LRRC3B	NA	0.825744638031165	0.77331274
LRRC48	Ependymal	0.586536139382439	0.57015501
LRRC49	NA	0.801930236904146	0.84491397
LRRC55	NA	0.551858720027601	0.78101144
LRRC57	NA	0.631123138404922	0.66384041
LRRC7	CA1.Pyramidal	0.69179137197401	0.81043029
LRRC8B	NA	0.467191363348859	0.76602498
LRRC8C	Endothelial	0.506058449772871	0.81573901
LRRK1	NA	0.554037648783854	0.575934
LRRN1	NA	0.587164697257202	0.72182109
LRRN2	CA1.Pyramidal	0.565914481628428	0.77955959
LRRTM4	NA	0.620916709792421	0.74467765
LSAMP	Astrocyte	0.502223132654822	0.69444791
LTBP4	Endothelial	0.66081917371054	0.83870562
LUC7L	NA	0.457069748720603	0.80906418
LURAP1L	NA	0.699137125524697	0.75380717
LUZP1	Endothelial	0.867457305502846	0.88241161
LUZP2	Astrocyte	0.858279785521247	0.68507863
LXN	Astrocyte	0.864027011097694	0.6680447
LY6G5B	NA	0.557341081593928	0.66494379
LY6H	NA	0.792069892473118	0.76904719
LY86-AS1	NA	0.73480715600023	0.82439332
LY96	Microglia	0.659329897648209	0.53655849
LYN	NA	0.596193570510278	0.81762166
LYPD1	CA1.Pyramidal	0.763895836927146	0.64101528
LYPD5	NA	0.715168046690817	0.95496515
LYPD6	Interneuron	0.504933226956472	0.64322826
LYPLA1	NA	0.502745313667989	0.59930345
LYPLAL1	NA	0.57328000115002	0.76450902
LYRM1	NA	0.544507575757576	0.57294906
LYRM4	NA	0.694858331895808	0.67452204
LYSMD4	Interneuron	0.763289560692312	0.86951658
LYST	NA	0.601210755563222	0.52744572
MACROD1	NA	0.447545066413662	0.56021005
MAD2L1	NA	0.503829207636134	0.70146407
MAFB	NA	0.71368991144845	0.72283368
MAGED1	NA	0.601257115749526	0.80891656
MAGI3	NA	0.778746549939624	0.94240539
MAMDC2	NA	0.67487852912426	0.7984071
MAMDC4	NA	0.498464363751366	0.65896943
MAML3	NA	0.4954527485481	0.58220776
MAN1A1	NA	0.785820251854407	0.84882044
MAN1C1	Microglia	0.566234330975792	0.68624239
MAOA	Endothelial	0.610556825369444	0.66081703
MAOB	NA	0.846853976194583	0.88840658
MAP1A	NA	0.537263527111724	0.7644978
MAP1B	NA	0.554684175723075	0.80874328
MAP1LC3B	NA	0.536293916393537	0.56360411
MAP2	NA	0.492439695819677	0.5619557
MAP2K3	NA	0.699196782818699	0.52280502
MAP3K10	NA	0.460174084296475	0.63001276
MAP3K13	NA	0.779450937266402	0.81887237
MAP3K3	Endothelial	0.549621212121212	0.7407073
MAP3K9	Interneuron	0.714265280892416	0.83488427
MAP4K2	Endothelial	0.57419211086194	0.59721502
MAP6D1	Oligodendrocyte	0.519408386521764	0.59172395
MAP9	NA	0.838965556897246	0.53388634
MAPK1	NA	0.816148798228969	0.85105984
MAPK11	S1.Pyramidal	0.606425378069116	0.61002409
MAPK1IP1L	NA	0.684532588695302	0.78216875
MAPK3	Oligodendrocyte	0.819274337300903	0.8749892
MAPK4	NA	0.511618078316371	0.7768809
MAPKAP1	NA	0.484565651773906	0.54235236
MARCH1	NA	0.641518960956817	0.77259958
MARCKS	NA	0.732217454430453	0.62946617
MAS1	NA	0.469897504456328	0.81604427
MASP2	Microglia	0.712141696854695	0.79670737
MAST4	NA	0.695453107929389	0.66185455
MATN2	CA1.Pyramidal	0.668886924271175	0.61909623
MBD2	NA	0.46214385314243	0.70604684
MBD3	NA	0.501951440400207	0.53576331
MBNL2	NA	0.673995529296763	0.75252228
MBOAT1	NA	0.580065838652176	0.79188381
MBOAT2	NA	0.692024251049393	0.64181959
MBP	Oligodendrocyte	0.52001394399402	0.6720736
MCF2	Interneuron	0.817824593180381	0.91544422
MCF2L	NA	0.667252098786729	0.78059171
MCFD2	Microglia	0.693058550399632	0.7663057
MCHR1	CA1.Pyramidal	0.473582959576793	0.82219107
MCHR2	NA	0.681220530734288	0.66806219
MCM3AP-AS1	NA	0.54843201943534	0.56318369
MCOLN1	NA	0.55962063711115	0.71279554
MCTP2	NA	0.715901184520729	0.65690788
MDC1	NA	0.450152737047898	0.71465728
MDFIC	NA	0.589515769650969	0.61710416
MDGA1	NA	0.705962494968662	0.85280835
MDK	NA	0.664216045655799	0.52778954
ME1	NA	0.531885026737968	0.66555311
ME2	NA	0.603449700994767	0.806643
MEA1	NA	0.61025027312978	0.67343556
MED11	NA	0.6338123885918	0.75929621
MED16	NA	0.620025803576563	0.63912764
MEIS1	NA	0.507132640446208	0.56589299
MEIS2	NA	0.698286110631936	0.55747423
MEPE	NA	0.759692513368984	0.62541706
MERTK	NA	0.51712128399747	0.6941313
MESDC2	NA	0.512039273187281	0.56063136
MET	NA	0.941203424184923	0.96605559
METTL7B	NA	0.725697918463573	0.76236081
METTL8	NA	0.502319087459031	0.54550139
MFGE8	NA	0.696395765050888	0.65513413
MFI2	NA	0.496163604738083	0.68645877
MFN2	NA	0.475074391926859	0.72704924
MFSD6	NA	0.453893536886896	0.54520291
MGAT4C	S1.Pyramidal	0.79960036800644	0.73766576
MGAT5	NA	0.453891021217871	0.59676116
MGC45800	NA	0.476143191880858	0.54195313
MGP	NA	0.776110847564832	0.82014139
MGST1	NA	0.771338982807199	0.68928459
MGST2	NA	0.787883819216836	0.81958377
MICAL2	CA1.Pyramidal	0.703151055143465	0.54698724
MID2	Interneuron	0.759091987234777	0.7802797
MINA	NA	0.676138879305388	0.78966088
MIR31HG	NA	0.828938818929331	0.8102731
MITF	NA	0.644512607095624	0.78549367
MKL2	NA	0.75387413029728	0.84620349
MKNK2	Endothelial	0.773137326778219	0.81870056
MKRN2	NA	0.536887973664539	0.75014868
MKX	NA	0.736606218733828	0.77960425
MLEC	NA	0.630766991547352	0.6945741
MMD	NA	0.924959389914323	0.87441267
MMD2	NA	0.64404972399517	0.6234049
MMP15	NA	0.588669426714968	0.60195712
MNDA	NA	0.586312604220574	0.62046713
MOB2	Mural	0.562885616123282	0.68346069
MOSPD1	Endothelial	0.658280504283825	0.67934937
MOXD1	Mural	0.73569303087804	0.83875684
MPP6	CA1.Pyramidal	0.671173308032891	0.73997743
MPP7	NA	0.629021117244552	0.83378833
MPZL3	NA	0.517876703467311	0.58076199
MR1	NA	0.612439983324708	0.63384967
MRAS	NA	0.727881519176586	0.71705837
MREG	NA	0.80931228796504	0.63087282
MRPL12	NA	0.51733835029613	0.57890987
MRPL15	NA	0.525153815191766	0.58416541
MRPL39	NA	0.543306523489161	0.5434537
MRPL48	NA	0.561472169512966	0.76817287
MRPS30	NA	0.670618063941119	0.69874054
MRPS5	NA	0.477060692312115	0.62019621
MRPS9	NA	0.500294333275832	0.58780279
MRRF	NA	0.455132683571963	0.6660363
MRS2	NA	0.647791961359324	0.89215688
MSC	NA	0.727633546087056	0.5390325
MSN	NA	0.500902765798401	0.70564895
MSRB3	NA	0.588006008855155	0.83108419
MT1G	NA	0.637780317405555	0.85341607
MT1L	NA	0.508571243746766	0.78507414
MT1M	NA	0.59424792637252	0.57011335
MTA3	NA	0.490833980219654	0.86282945
MTAP	NA	0.719368495198666	0.60992756
MTBP	NA	0.751465556897246	0.53424319
MTCH1	NA	0.609296115807027	0.54817082
MTHFD1L	NA	0.681604349951124	0.53813267
MTMR1	NA	0.463265122764648	0.71692767
MTUS2	CA1.Pyramidal	0.649599649243862	0.59458831
MUM1L1	Interneuron	0.765368581450175	0.9397182
MX1	NA	0.644978005865103	0.8579524
MYB	Ependymal	0.754110603185556	0.63394671
MYBPC1	NA	0.7227761485826	0.87629693
MYC	NA	0.759471493876143	0.63096756
MYCT1	Endothelial	0.447343453510436	0.55607296
MYLIP	NA	0.479465671899258	0.60658687
MYLK	Mural	0.514960324305675	0.57892173
MYLK3	NA	0.617957923638664	0.79701643
MYO10	NA	0.474077468230694	0.56294049
MYO19	NA	0.755364484503479	0.57637889
MYO1B	NA	0.68742201426025	0.83699304
MYO1F	Microglia	0.582769104709332	0.73285167
MYO5C	Ependymal	0.62588587487781	0.64203127
MYO7A	Ependymal	0.524628040365706	0.66577917
MYOM2	NA	0.537003335058364	0.52655096
MYRIP	S1.Pyramidal	0.767699887873038	0.65317511
MYT1L	NA	0.609505994479903	0.64452247
N4BP1	NA	0.517924141797481	0.5846669
N4BP2	Ependymal	0.670804942211489	0.70936499
N4BP2L1	NA	0.726196739692945	0.65824415
NAALAD2	NA	0.766126157207751	0.68358725
NACC1	NA	0.477273086654016	0.52946476
NAGPA	Microglia	0.748829135759876	0.69684935
NANOS1	NA	0.8458477085849	0.82128056
NAPEPLD	NA	0.59712494968662	0.6686163
NARS	NA	0.711020427232477	0.56871152
NAT8L	NA	0.811508107641884	0.87853174
NAV1	NA	0.562149603243057	0.54591134
NAV3	NA	0.669111896958197	0.95032931
NCALD	NA	0.813705005462595	0.79016088
NCAM2	NA	0.734697544707032	0.55697866
NCAN	Astrocyte	0.614735710999943	0.76685208
NCDN	NA	0.596113650738888	0.53609455
NCK2	NA	0.646318498073716	0.5316174
NCKIPSD	NA	0.698793916393537	0.60495151
NCOA3	Microglia	0.774044764533379	0.85401894
NDP	NA	0.628592734747858	0.75361608
NDST3	CA1.Pyramidal	0.662331809556667	0.86587328
NDST4	CA1.Pyramidal	0.651736171007993	0.82807927
NDUFA7	NA	0.499909795296418	0.73616559
NDUFB9	NA	0.551041846357311	0.55030021
NDUFC1	NA	0.50225871140245	0.52590322
NEB	Interneuron	0.770289948824105	0.7939596
NECAB2	Interneuron	0.912593079753896	0.88288597
NECAB3	S1.Pyramidal	0.614514691507101	0.79772094
NECAP2	NA	0.482996952446668	0.54214779
NEDD4L	CA1.Pyramidal	0.582021951009143	0.81536595
NEDD9	NA	0.553387168650451	0.82576701
NEFH	NA	0.890736947271577	0.9196236
NEFL	NA	0.718854939336438	0.75615785
NEFM	NA	0.765533537461906	0.87204466
NEGR1	S1.Pyramidal	0.639394658156518	0.65724254
NEIL1	NA	0.700315896153183	0.59491499
NELL1	NA	0.741269550342131	0.7316999
NELL2	NA	0.622360703812317	0.55652968
NENF	NA	0.500857843137255	0.64037552
NETO1	Interneuron	0.477043082628946	0.83758944
NETO2	NA	0.731180998792479	0.90257656
NEURL	NA	0.614133387959289	0.6333074
NEUROD1	NA	0.666599821746881	0.56886609
NEUROD6	NA	0.758458398021965	0.98070286
NFATC2IP	NA	0.539194842159738	0.67188591
NFIB	NA	0.614370579610143	0.71722779
NFIC	NA	0.744013067103674	0.80467886
NFIL3	NA	0.651351273647289	0.54177896
NFKBIZ	NA	0.668063222356391	0.61388124
NGB	NA	0.750340334080846	0.63028596
NGEF	NA	0.760026019205336	0.63824559
NHLRC2	NA	0.454421108619401	0.61216988
NID1	NA	0.6313064228624	0.62226024
NIPAL2	Ependymal	0.751595293542637	0.88514249
NKAIN2	Oligodendrocyte	0.777443792766373	0.89648798
NKAIN3	NA	0.642738701052268	0.59173463
NKAIN4	NA	0.850047438330171	0.81623424
NKD2	NA	0.495018975332068	0.61959109
NLGN3	NA	0.635903987694785	0.773903
NLK	NA	0.551377508481398	0.79403044
NMNAT1	NA	0.465229860272555	0.57863441
NMNAT3	NA	0.570583563337358	0.57843403
NMT2	NA	0.471916867920189	0.55220531
NNMT	Interneuron	0.701265022137887	0.58453387
NOL4	NA	0.796031352423667	0.73213907
NOP2	NA	0.477658702777299	0.54613662
NOS2	NA	0.788458829279512	0.78864201
NOV	NA	0.856878917256052	0.90672748
NOVA1	NA	0.552447745960554	0.53327602
NOX4	NA	0.757979702144787	0.73195031
NPAS1	Interneuron	0.543074722557645	0.7814808
NPAS2	CA1.Pyramidal	0.453770269104709	0.71545785
NPC2	NA	0.567079955149215	0.6520719
NPHP1	Ependymal	0.677157365878903	0.6505048
NPR2	NA	0.578453654188948	0.55459124
NPR3	CA1.Pyramidal	0.594342260364556	0.53806584
NPTX1	NA	0.602615577022598	0.81276525
NPTX2	NA	0.69291623540912	0.62756884
NPTXR	NA	0.780440313955494	0.87248676
NPY1R	NA	0.758483195330918	0.96065816
NPY5R	NA	0.607755807601633	0.84851947
NR1D1	Ependymal	0.757913216606291	0.79139608
NR1H2	NA	0.583850483008453	0.78057696
NR2C1	NA	0.629968446322811	0.66486343
NR2E1	NA	0.562095336668392	0.80736393
NR2F1	NA	0.743150911390949	0.67305977
NR2F2	NA	0.688205465470646	0.7120976
NR3C1	NA	0.842379319763096	0.81533599
NR3C2	NA	0.785723218906331	0.63534742
NR4A3	NA	0.700146627565982	0.74930111
NRBF2	NA	0.483083922718648	0.59096838
NRG1	NA	0.775731700304755	0.6594206
NRIP2	Mural	0.648899574492554	0.7228754
NRN1	NA	0.613141495601173	0.70188966
NRP1	NA	0.829892257489506	0.95127575
NRP2	NA	0.632616367661434	0.55706789
NRSN1	NA	0.488215168765453	0.67841081
NRXN2	NA	0.654158400897016	0.57303632
NSMAF	NA	0.629432608820654	0.63173755
NT5DC1	NA	0.785566888045541	0.55305824
NT5DC2	NA	0.583977344603531	0.6550389
NT5DC3	NA	0.776544620780864	0.91618663
NTHL1	Ependymal	0.541662713472486	0.54957235
NTNG1	CA1.Pyramidal	0.719570467483181	0.7394483
NTSR1	S1.Pyramidal	0.845098757978265	0.74127276
NTSR2	Astrocyte	0.674119156460238	0.8087344
NUAK1	NA	0.625814358001265	0.59994323
NUDT10	NA	0.741341785981255	0.6041651
NUDT11	Interneuron	0.818816485538497	0.765641
NUDT14	NA	0.791818325570698	0.81769669
NUDT9P1	NA	0.472455580472658	0.54250396
NUMBL	NA	0.67052642171238	0.64474081
NUP54	NA	0.55499468115692	0.70972742
NUPR1	NA	0.783476367086424	0.60874135
NUTF2	NA	0.712448967856937	0.56900766
NXF5	NA	0.562632611695705	0.64056276
NXN	NA	0.639434908860905	0.72540762
NXPE3	NA	0.618726999597493	0.66217953
NXPH3	S1.Pyramidal	0.648094201023518	0.9181938
OAF	NA	0.553287260652061	0.54665766
OBFC1	NA	0.717559729170261	0.79702477
OBSCN	Mural	0.634691435225117	0.66754645
OCA2	NA	0.645745644298775	0.88910233
ODF2	NA	0.702892300615261	0.73942317
ODZ1	NA	0.700141955609223	0.7339451
OGDHL	NA	0.730204200448508	0.58921303
OGFOD2	NA	0.515974138922431	0.74977047
OLFM3	NA	0.757126171583003	0.65335184
OLFML2A	NA	0.614015151515152	0.66870695
OLR1	NA	0.593021174745558	0.6755984
ONECUT2	CA1.Pyramidal	0.877483324708182	0.75931376
OPA1	NA	0.453666048530849	0.77584537
OPHN1	NA	0.628217181300673	0.81525916
OPN3	S1.Pyramidal	0.721636550514634	0.72048886
OPRD1	NA	0.602117115174516	0.64313874
OPRK1	S1.Pyramidal	0.798660585935254	0.83430073
OPRL1	NA	0.487723175780576	0.74993786
OPRM1	NA	0.783712839974699	0.67535974
OR1F1	NA	0.460699140359956	0.64814589
OSBP2	S1.Pyramidal	0.79264669944224	0.85458101
OSBPL3	NA	0.744759861422575	0.68210884
OSBPL5	NA	0.716118969581968	0.55827033
OSBPL6	CA1.Pyramidal	0.864902104536829	0.87679328
OSBPL8	Interneuron	0.465015669024208	0.7615071
OSGEP	NA	0.535330415157265	0.92266162
OSR1	NA	0.780628270369731	0.7884655
OTOS	NA	0.537642314990512	0.56624732
OTUB2	CA1.Pyramidal	0.736863176355586	0.75453012
OVOL2	S1.Pyramidal	0.766931171295498	0.58483887
OXCT1	NA	0.683296317060548	0.60340648
OXGR1	NA	0.772034026220459	0.88234011
OXNAD1	NA	0.662979774021045	0.53796119
OXR1	Interneuron	0.564226108331896	0.86757366
OXTR	Interneuron	0.526631950434133	0.70528498
P2RX5	NA	0.608579150135127	0.78845731
P2RY12	Microglia	0.73218403197056	0.647856
PAAF1	NA	0.452654749583118	0.62553152
PACRG	NA	0.84165660399057	0.66754498
PACS1	S1.Pyramidal	0.47065220516359	0.54347195
PACSIN2	Microglia	0.46013311482951	0.56375185
PAK6	NA	0.647435455120465	0.55836203
PALM	NA	0.558237019147835	0.59583173
PALMD	Endothelial	0.747382266689667	0.89107817
PAM	Interneuron	0.594122678396872	0.71270956
PAMR1	NA	0.624479615893278	0.72156891
PAN2	NA	0.480297998964982	0.52861082
PANK1	NA	0.736530748663102	0.67425976
PANX1	Interneuron	0.530000790638836	0.66528235
PANX2	NA	0.731400940141452	0.82538836
PAPOLB	NA	0.463682723822667	0.81340774
PAQR9	NA	0.733626947846587	0.82212091
PARD6A	NA	0.482239376689092	0.56936025
PARK2	NA	0.485345149790121	0.59481821
PARVA	NA	0.669174788683802	0.82177382
PAWR	Ependymal	0.566133704214824	0.78187595
PAX6	NA	0.683878155367719	0.74094096
PAXIP1	NA	0.513083994594905	0.52317187
PBX3	NA	0.569943145880053	0.76775886
PBXIP1	NA	0.559616710054099	0.54462798
PC	NA	0.687092461618078	0.7196569
PCBD1	NA	0.739895995054913	0.66109698
PCDH1	Endothelial	0.508067031798056	0.71935261
PCDH10	NA	0.690629851647404	0.71083624
PCDH11X	NA	0.713437266402162	0.64773233
PCDH15	NA	0.80179798458973	0.75562576
PCDH17	NA	0.876017049048358	0.954356
PCDH20	NA	0.825070798113967	0.91853666
PCDH7	S1.Pyramidal	0.761613046978322	0.84452379
PCDH8	NA	0.707803245931804	0.74413253
PCDHB10	NA	0.530179043758266	0.56608855
PCDHB14	NA	0.472447674084296	0.61211823
PCDHB15	NA	0.459289287562532	0.67521922
PCDHB2	NA	0.463434391351849	0.64592933
PCDHB4	NA	0.520961991834857	0.63798919
PCLO	Interneuron	0.487182666321661	0.56583673
PCNT	NA	0.730833477085849	0.54126851
PCOLCE2	Ependymal	0.786411793456386	0.53276605
PCP4	S1.Pyramidal	0.874176298085216	0.74818537
PCSK1	NA	0.826134566729918	0.71508458
PCSK5	S1.Pyramidal	0.88505908228394	0.83174758
PCTP	NA	0.619322135012363	0.59556666
PDCD7	NA	0.468329164510379	0.5942585
PDCL3	NA	0.508668226885643	0.61329097
PDE1A	NA	0.694956442987752	0.87039139
PDE2A	NA	0.773000402507044	0.62456153
PDE3A	Mural	0.502969926973722	0.85771369
PDE7B	NA	0.742441133344834	0.8427625
PDGFB	NA	0.676759890173078	0.59109887
PDGFC	NA	0.666000014375252	0.78770415
PDGFD	NA	0.790245673049278	0.87449078
PDGFRA	NA	0.594850784888736	0.62232342
PDIK1L	NA	0.608835388994307	0.59753644
PDK2	NA	0.523864714507504	0.6717065
PDK3	NA	0.577893019377839	0.85577128
PDLIM3	NA	0.715657883387959	0.6470609
PDLIM5	NA	0.672113090104077	0.78684757
PDP1	NA	0.567474196423437	0.78533274
PDP2	NA	0.483704574205049	0.71108411
PDS5B	NA	0.717495399919499	0.57085409
PDYN	NA	0.852768314070496	0.83164086
PDZD2	NA	0.643912080961417	0.74164138
PDZD7	NA	0.600983626588465	0.69962074
PDZRN4	NA	0.730696552814674	0.74710475
PEA15	NA	0.891411865332643	0.94876627
PEBP4	NA	0.557284299350239	0.59264344
PEG10	NA	0.727227804611581	0.70457578
PELI3	NA	0.68970624173423	0.68607123
PENK	NA	0.668863205106089	0.91944244
PEPD	NA	0.524234158472773	0.6935522
PER1	NA	0.623644413777241	0.63626997
PEX1	NA	0.467838968431948	0.64657029
PEX5L	NA	0.478632985452245	0.59391908
PFKL	NA	0.495677721235122	0.7739943
PFKP	S1.Pyramidal	0.48756936058881	0.58112239
PFN1	NA	0.644450793513886	0.65041747
PGAP1	NA	0.805979745270542	0.82306475
PGM2L1	NA	0.789265280892416	0.82358191
PGRMC1	NA	0.823113248231844	0.81816008
PHACTR2	NA	0.596729270887241	0.56006979
PHC2	NA	0.56539265999655	0.68970398
PHF17	NA	0.752620967741935	0.9247664
PHLDA3	Oligodendrocyte	0.47367532056811	0.88689352
PHOSPHO1	NA	0.490943591512851	0.75574059
PHYH	NA	0.816325973204531	0.77601195
PICK1	NA	0.489353688689552	0.7380152
PID1	NA	0.892926657466506	0.79498439
PIGC	NA	0.488701052268415	0.59253772
PIGF	NA	0.478873770915991	0.55649352
PIK3AP1	NA	0.502903800816514	0.69560855
PIK3CB	NA	0.755223247656834	0.77879685
PIK3CG	Microglia	0.729677347478581	0.66118751
PIK3R3	NA	0.764047495831177	0.92314518
PIM1	NA	0.699380067276177	0.83658823
PIP5K1B	NA	0.564225030188028	0.8162619
PITPNB	NA	0.550532962451843	0.73334825
PITPNM2	NA	0.470595063538612	0.65917856
PIWIL4	NA	0.590428598125467	0.62202759
PKD1	NA	0.649182407567132	0.84934983
PKD2L1	Oligodendrocyte	0.788134667356679	0.78343066
PKIA	NA	0.925483008452648	0.72912871
PKNOX1	NA	0.567388304295325	0.64333606
PKNOX2	NA	0.764972902650796	0.53426601
PLA2G4A	NA	0.654765395894428	0.66391104
PLA2G7	NA	0.715406316485539	0.69587069
PLA2R1	Mural	0.778985179115634	0.77757489
PLAC2	NA	0.801113003852567	0.63161589
PLAGL1	Ependymal	0.757951311022943	0.93464487
PLAUR	NA	0.634152003910068	0.87539168
PLBD1	NA	0.568139411189696	0.77746043
PLCB1	NA	0.803704502328791	0.76653433
PLCB2	NA	0.765583491461101	0.71953006
PLCB4	NA	0.794980521534127	0.65854576
PLCD3	NA	0.697553691564602	0.6158763
PLCD4	NA	0.762281496176183	0.67412054
PLCH2	CA1.Pyramidal	0.583244206773618	0.59837687
PLD6	NA	0.779480047150825	0.72913296
PLEKHA1	Oligodendrocyte	0.560450448507849	0.58505047
PLEKHH2	NA	0.539864010120177	0.81543944
PLEKHM2	NA	0.639117575182566	0.78707792
PLEKHO1	NA	0.454299278362371	0.70883146
PLEKHO2	NA	0.51861091944109	0.63791496
PLSCR4	NA	0.634927548732103	0.67861786
PLTP	NA	0.538646066931171	0.7185208
PLXDC1	NA	0.846393249381864	0.8561789
PLXDC2	NA	0.633129564142373	0.74973652
PLXNA1	CA1.Pyramidal	0.719703438560175	0.88284592
PLXNA3	Interneuron	0.499366770168478	0.83859117
PLXNC1	CA1.Pyramidal	0.819914395376919	0.94581596
PLXND1	NA	0.615870637111149	0.56490787
PMEPA1	NA	0.677530044275775	0.6347365
PNCK	NA	0.794162929101259	0.8388585
PNKD	NA	0.828038568799954	0.8705568
PNLDC1	NA	0.821703036053131	0.68213457
PNMA3	NA	0.610722140762463	0.54536572
PNMA5	NA	0.617198191593353	0.69754536
PNMAL1	CA1.Pyramidal	0.668695014662756	0.66662311
PNMT	NA	0.905434204473578	0.78502667
PNPLA3	NA	0.747569144960037	0.95926912
PNPLA4	NA	0.666505663849117	0.83748375
PNPLA5	NA	0.476456212983727	0.60716042
PODXL2	Interneuron	0.472533566212409	0.58359038
POLD3	NA	0.504264418377322	0.63312534
POLE4	CA1.Pyramidal	0.812333965844402	0.81863242
POLR3B	NA	0.479167385429245	0.53178538
POLR3C	NA	0.533570165602898	0.76741096
POMP	NA	0.448673523661664	0.57795839
POMT1	NA	0.585505793226381	0.76043479
PON2	NA	0.579959461790581	0.68061961
POSTN	Ependymal	0.829149416364786	0.61369354
POU6F2	NA	0.842129549767121	0.7442248
PPAP2B	NA	0.484291443850267	0.59153657
PPAPDC1B	NA	0.465649258237019	0.53804279
PPARA	NA	0.520992539244437	0.63997786
PPARD	NA	0.634555589097809	0.52431551
PPARGC1A	NA	0.856425737450405	0.92592703
PPARGC1B	NA	0.672352438042666	0.55991193
PPEF1	NA	0.819937036398137	0.97266011
PPFIA2	CA1.Pyramidal	0.454015726525214	0.65221569
PPL	NA	0.82165559772296	0.83697979
PPM1D	NA	0.473160686562015	0.53918368
PPM1M	NA	0.741599102984302	0.62129822
PPP1R14C	CA1.Pyramidal	0.640844761658329	0.52327279
PPP1R15B	NA	0.525039891323098	0.72239925
PPP1R3E	NA	0.533845811051693	0.61040881
PPP1R9B	NA	0.458858030015525	0.75793898
PPP2R2A	NA	0.467495399919499	0.84819257
PPP2R2B	NA	0.475741044218274	0.62024614
PPP3CA	NA	0.775756138232419	0.69542581
PPP4R4	CA1.Pyramidal	0.882162828474498	0.88900864
PPTC7	NA	0.77229421827382	0.70563425
PRDM2	NA	0.637416264159623	0.57599158
PRIM1	NA	0.506681976309585	0.78501392
PRKAB1	NA	0.572356391236847	0.66962664
PRKAG2	CA1.Pyramidal	0.591075125064689	0.81423937
PRKCA	NA	0.697238154792709	0.56429957
PRKCD	NA	0.867223707664884	0.90123087
PRKCDBP	NA	0.718426197458455	0.64974426
PRKCG	NA	0.870143321258122	0.96501485
PRKD1	Astrocyte	0.561530748663102	0.63597383
PRMT10	NA	0.494678641251222	0.62270061
PRMT2	Interneuron	0.711806753493186	0.62479916
PRMT8	NA	0.451334742107987	0.5803931
PRNP	CA1.Pyramidal	0.520814791344079	0.54809966
PROC	NA	0.704976712092462	0.52995543
PRPS2	NA	0.648704789833822	0.53794904
PRR16	NA	0.69394119084584	0.88323575
PRRX1	NA	0.891512132712322	0.95233898
PRSS12	NA	0.722135012362716	0.5721647
PRSS16	NA	0.746000445632799	0.55070824
PRUNE2	NA	0.681506957621758	0.76793671
PSAT1	NA	0.548006871370249	0.62701076
PSD3	CA1.Pyramidal	0.775919297337703	0.83501562
PSMC3	NA	0.533462710597435	0.59144137
